0.0000e+00,1.0000e+00,2.0000e+00,3.0000e+00,4.0000e+00,5.0000e+00,6.0000e+00,7.0000e+00,8.0000e+00,9.0000e+00,1.0000e+01,1.2000e+01,1.5000e+01,2.0000e+01,2.4000e+01,3.0000e+01,4.0000e+01,6.0000e+01,1.2000e+02
1.0000e+00,1.6140e+02,1.9950e+02,2.1570e+02,2.2460e+02,2.3020e+02,2.3400e+02,2.3680e+02,2.3890e+02,2.4050e+02,2.4190e+02,2.4390e+02,2.4590e+02,2.4800e+02,2.4910e+02,2.5010e+02,2.5110e+02,2.5220e+02,2.5330e+02
2.0000e+00,1.8510e+01,1.9000e+01,1.9160e+01,1.9250e+01,1.9300e+01,1.9330e+01,1.9350e+01,1.9370e+01,1.9380e+01,1.9400e+01,1.9410e+01,1.9430e+01,1.9450e+01,1.9450e+01,1.9460e+01,1.9470e+01,1.9480e+01,1.9490e+01
3.0000e+00,1.0130e+01,9.5520e+00,9.2770e+00,9.1170e+00,9.0140e+00,8.9410e+00,8.8870e+00,8.8450e+00,8.8120e+00,8.7860e+00,8.7450e+00,8.7030e+00,8.6600e+00,8.6390e+00,8.6170e+00,8.5940e+00,8.5720e+00,8.5490e+00
4.0000e+00,7.7090e+00,6.9440e+00,6.5910e+00,6.3880e+00,6.2560e+00,6.1630e+00,6.0940e+00,6.0410e+00,5.9990e+00,5.9640e+00,5.9120e+00,5.8580e+00,5.8030e+00,5.7740e+00,5.7460e+00,5.7170e+00,5.6880e+00,5.6580e+00
5.0000e+00,6.6080e+00,5.7860e+00,5.4090e+00,5.1920e+00,5.0500e+00,4.9500e+00,4.8760e+00,4.8180e+00,4.7720e+00,4.7350e+00,4.6780e+00,4.6190e+00,4.5580e+00,4.5270e+00,4.4960e+00,4.4640e+00,4.4310e+00,4.3980e+00
6.0000e+00,5.9870e+00,5.1430e+00,4.7570e+00,4.5340e+00,4.3870e+00,4.2840e+00,4.2070e+00,4.1470e+00,4.0990e+00,4.0600e+00,4.0000e+00,3.9380e+00,3.8740e+00,3.8410e+00,3.8080e+00,3.7740e+00,3.7400e+00,3.7050e+00
7.0000e+00,5.5910e+00,4.7370e+00,4.3470e+00,4.1200e+00,3.9720e+00,3.8660e+00,3.7870e+00,3.7260e+00,3.6770e+00,3.6370e+00,3.5750e+00,3.5110e+00,3.4450e+00,3.4100e+00,3.3760e+00,3.3400e+00,3.3040e+00,3.2670e+00
8.0000e+00,5.3180e+00,4.4590e+00,4.0660e+00,3.8380e+00,3.6880e+00,3.5810e+00,3.5000e+00,3.4380e+00,3.3880e+00,3.3470e+00,3.2840e+00,3.2180e+00,3.1500e+00,3.1150e+00,3.0790e+00,3.0430e+00,3.0050e+00,2.9670e+00
9.0000e+00,5.1170e+00,4.2560e+00,3.8630e+00,3.6330e+00,3.4820e+00,3.3740e+00,3.2930e+00,3.2300e+00,3.1790e+00,3.1370e+00,3.0730e+00,3.0060e+00,2.9360e+00,2.9000e+00,2.8640e+00,2.8260e+00,2.7870e+00,2.7480e+00
1.0000e+01,4.9650e+00,4.1030e+00,3.7080e+00,3.4780e+00,3.3260e+00,3.2170e+00,3.1350e+00,3.0720e+00,3.0200e+00,2.9780e+00,2.9130e+00,2.8450e+00,2.7740e+00,2.7370e+00,2.7000e+00,2.6610e+00,2.6210e+00,2.5800e+00
1.1000e+01,4.8440e+00,3.9820e+00,3.5870e+00,3.3570e+00,3.2040e+00,3.0950e+00,3.0120e+00,2.9480e+00,2.8960e+00,2.8540e+00,2.7880e+00,2.7190e+00,2.6460e+00,2.6090e+00,2.5700e+00,2.5310e+00,2.4900e+00,2.4480e+00
1.2000e+01,4.7470e+00,3.8850e+00,3.4900e+00,3.2590e+00,3.1060e+00,2.9960e+00,2.9130e+00,2.8490e+00,2.7960e+00,2.7530e+00,2.6870e+00,2.6170e+00,2.5440e+00,2.5050e+00,2.4660e+00,2.4260e+00,2.3840e+00,2.3410e+00
1.3000e+01,4.6670e+00,3.8060e+00,3.4110e+00,3.1790e+00,3.0250e+00,2.9150e+00,2.8320e+00,2.7670e+00,2.7140e+00,2.6710e+00,2.6040e+00,2.5330e+00,2.4590e+00,2.4200e+00,2.3800e+00,2.3390e+00,2.2970e+00,2.2520e+00
1.4000e+01,4.6000e+00,3.7390e+00,3.3440e+00,3.1120e+00,2.9580e+00,2.8480e+00,2.7640e+00,2.6990e+00,2.6460e+00,2.6020e+00,2.5340e+00,2.4630e+00,2.3880e+00,2.3490e+00,2.3080e+00,2.2660e+00,2.2230e+00,2.1780e+00
1.5000e+01,4.5430e+00,3.6820e+00,3.2870e+00,3.0560e+00,2.9010e+00,2.7900e+00,2.7070e+00,2.6410e+00,2.5880e+00,2.5440e+00,2.4750e+00,2.4030e+00,2.3280e+00,2.2880e+00,2.2470e+00,2.2040e+00,2.1600e+00,2.1140e+00
1.6000e+01,4.4940e+00,3.6340e+00,3.2390e+00,3.0070e+00,2.8520e+00,2.7410e+00,2.6570e+00,2.5910e+00,2.5380e+00,2.4940e+00,2.4250e+00,2.3520e+00,2.2760e+00,2.2350e+00,2.1940e+00,2.1510e+00,2.1060e+00,2.0590e+00
1.7000e+01,4.4510e+00,3.5920e+00,3.1970e+00,2.9650e+00,2.8100e+00,2.6990e+00,2.6140e+00,2.5480e+00,2.4940e+00,2.4500e+00,2.3810e+00,2.3080e+00,2.2300e+00,2.1900e+00,2.1480e+00,2.1040e+00,2.0580e+00,2.0110e+00
1.8000e+01,4.4140e+00,3.5550e+00,3.1600e+00,2.9280e+00,2.7730e+00,2.6610e+00,2.5770e+00,2.5100e+00,2.4560e+00,2.4120e+00,2.3420e+00,2.2690e+00,2.1910e+00,2.1500e+00,2.1070e+00,2.0630e+00,2.0170e+00,1.9680e+00
1.9000e+01,4.3810e+00,3.5220e+00,3.1270e+00,2.8950e+00,2.7400e+00,2.6280e+00,2.5440e+00,2.4770e+00,2.4230e+00,2.3780e+00,2.3080e+00,2.2340e+00,2.1560e+00,2.1140e+00,2.0710e+00,2.0260e+00,1.9800e+00,1.9300e+00
2.0000e+01,4.3510e+00,3.4930e+00,3.0980e+00,2.8660e+00,2.7110e+00,2.5990e+00,2.5140e+00,2.4470e+00,2.3930e+00,2.3480e+00,2.2780e+00,2.2030e+00,2.1240e+00,2.0820e+00,2.0390e+00,1.9940e+00,1.9460e+00,1.8960e+00
2.1000e+01,4.3250e+00,3.4670e+00,3.0720e+00,2.8400e+00,2.6850e+00,2.5730e+00,2.4880e+00,2.4200e+00,2.3660e+00,2.3210e+00,2.2500e+00,2.1760e+00,2.0960e+00,2.0540e+00,2.0100e+00,1.9650e+00,1.9160e+00,1.8660e+00
2.2000e+01,4.3010e+00,3.4430e+00,3.0490e+00,2.8170e+00,2.6610e+00,2.5490e+00,2.4640e+00,2.3970e+00,2.3420e+00,2.2970e+00,2.2260e+00,2.1510e+00,2.0710e+00,2.0280e+00,1.9840e+00,1.9380e+00,1.8890e+00,1.8380e+00
